t,ax,ay,az,vl,vm,vn
19240.0,0.027,-0.0392,1.012,4.3945,-4.2114,-0.2441
19250.0,0.0251,-0.0245,1.0105,4.4556,-4.1504,-0.7935
19260.0,0.0259,-0.0187,1.0114,4.3335,-4.2114,-1.1597
19270.0,0.0293,-0.0059,1.0123,4.3945,-4.2114,-0.8545
19279.0,0.03,-0.0267,1.0117,4.3335,-4.2114,-1.2207
19289.0,0.0311,0.0107,1.0092,4.1504,-4.2114,-1.4038
19299.0,0.0259,0.0096,1.01,4.1504,-4.2114,-1.6479
19308.0,0.0223,0.02,1.0154,4.0894,-4.1504,-1.4038
19318.0,0.0223,-0.0015,1.0101,4.1504,-4.1504,-1.4038
19328.0,0.026,-0.0383,1.0115,4.2725,-4.1504,-0.8545
19338.0,0.0209,-0.0133,1.0101,4.2114,-4.1504,-0.4272
19347.0,0.027,-0.0277,1.012,4.0283,-4.0894,-0.061
19357.0,0.0255,-0.0416,1.0123,4.0283,-4.1504,-0.4883
19367.0,0.0299,-0.0132,1.0123,3.9673,-4.0283,-0.9155
19376.0,0.0261,-0.0009,1.0104,4.0283,-4.2114,-1.8921
19386.0,0.0287,0.0176,1.0111,4.0894,-4.1504,-2.1362
19396.0,0.0237,-0.0013,1.0116,4.0283,-4.2114,-2.3193
19406.0,0.0223,0.0125,1.0105,4.0283,-4.0283,-2.1362
19416.0,0.0198,-0.0165,1.0121,4.0283,-4.1504,-2.0142
19425.0,0.0209,0.0032,1.0105,3.9673,-4.1504,-1.77
19435.0,0.0228,-0.0214,1.012,4.0283,-4.1504,-1.2817
19445.0,0.0234,-0.0193,1.0128,3.9062,-4.0894,-0.9766
19454.0,0.0254,-0.0208,1.0125,3.9062,-4.1504,-1.1597
19464.0,0.0245,0.002,1.0123,3.9062,-4.0894,-1.709
19474.0,0.0236,0.0063,1.0087,4.0283,-4.1504,-2.0752
19484.0,0.0243,0.0063,1.0083,4.0283,-4.2114,-2.2583
19493.0,0.0251,0.0034,1.0093,4.0894,-4.2114,-2.1973
19503.0,0.0225,0.004,1.0122,3.9673,-4.1504,-2.1362
19513.0,0.0244,0.0073,1.0118,3.9062,-4.1504,-2.0142
19522.0,0.024,0.005,1.0104,3.8452,-4.0894,-1.9531
19532.0,0.024,0.0054,1.0109,3.8452,-4.1504,-2.0142
19542.0,0.024,0.0078,1.0103,3.9062,-4.2114,-2.0142
19552.0,0.0237,0.0073,1.0099,3.9062,-4.2114,-2.0752
19561.0,0.0231,0.0034,1.0116,3.9673,-4.2725,-2.1973
19571.0,0.0231,0.007,1.0112,3.9673,-4.2114,-1.9531
19581.0,0.0236,0.0083,1.0121,3.9062,-4.0894,-1.9531
19590.0,0.0243,0.007,1.0094,3.9673,-4.2114,-2.0142
19600.0,0.0237,0.004,1.0107,4.0283,-4.2114,-2.1973
19610.0,0.0233,0.0079,1.0132,3.9673,-4.2114,-2.1973
19619.0,0.0223,0.0062,1.0092,3.8452,-4.1504,-2.0142
19629.0,0.0225,0.0037,1.0125,3.8452,-4.0894,-1.9531
19639.0,0.0233,0.0085,1.0127,3.9062,-4.2114,-2.0752
19649.0,0.0234,0.0079,1.0114,3.9062,-4.2114,-2.0752
19658.0,0.0243,0.0089,1.0129,3.9062,-4.2114,-2.0752
19668.0,0.0238,0.0056,1.009,3.9062,-4.0894,-2.1362
19678.0,0.0238,0.0049,1.012,3.9062,-4.1504,-2.1362
19688.0,0.024,0.0096,1.0138,3.9062,-4.1504,-2.0142
19697.0,0.0247,0.005,1.0121,3.9673,-4.2114,-2.0142
19707.0,0.0244,0.0055,1.0121,3.9673,-4.1504,-2.0752
19716.0,0.0247,0.0083,1.0131,3.9062,-4.2114,-2.1362
19726.0,0.024,0.0071,1.0093,3.9673,-4.2725,-2.1973
19736.0,0.024,0.0071,1.0095,3.9062,-4.1504,-2.0752
19746.0,0.0236,0.0059,1.009,3.9673,-4.1504,-2.0752
19756.0,0.022,0.0029,1.0129,4.0283,-4.1504,-2.0142
19765.0,0.0229,0.0052,1.0123,4.0283,-4.0894,-1.9531
19775.0,0.0234,0.0079,1.014,3.9062,-4.0283,-1.9531
19785.0,0.0245,0.0062,1.0115,3.8452,-4.1504,-2.0752
19794.0,0.0221,0.0082,1.0125,3.9062,-4.1504,-2.0752
19804.0,0.0232,0.0043,1.0114,3.9062,-4.2114,-2.1362
19814.0,0.0255,0.0066,1.0146,3.9673,-4.1504,-2.1362
19823.0,0.0238,0.0073,1.009,3.9062,-4.0283,-2.0752
19833.0,0.0247,0.005,1.0111,3.9673,-4.1504,-2.0752
19843.0,0.0233,0.0087,1.0118,3.9062,-4.1504,-2.0752
19853.0,0.024,0.0037,1.0121,3.8452,-4.0894,-1.8921
19862.0,0.0249,0.007,1.0129,3.9062,-4.1504,-1.9531
19872.0,0.0238,0.0093,1.0121,3.9062,-4.2114,-2.0142
19882.0,0.0234,0.0042,1.0126,3.9673,-4.0894,-2.0752
19891.0,0.0256,0.0045,1.0112,3.9673,-4.0894,-2.1973
19901.0,0.0248,0.0043,1.0128,3.9673,-4.1504,-2.1973
19911.0,0.0237,0.0077,1.0131,3.9062,-4.0894,-2.0752
19921.0,0.0245,0.004,1.0105,3.9673,-4.2114,-2.1973
19930.0,0.0221,0.0096,1.0135,4.0283,-4.2114,-2.1973
19940.0,0.0244,0.004,1.0101,4.0894,-4.2725,-2.2583
19950.0,0.0236,0.0084,1.0105,4.0283,-4.2114,-2.2583
19960.0,0.0239,0.0056,1.0111,4.0283,-4.2114,-2.1973
19969.0,0.0248,0.0044,1.0114,4.0283,-4.1504,-2.1973
19979.0,0.0248,0.0088,1.0115,4.0283,-4.2114,-2.0142
19989.0,0.0236,0.0087,1.0125,3.9673,-4.1504,-1.9531
19999.0,0.0243,0.0051,1.0103,3.9673,-4.1504,-2.0142
20008.0,0.0243,0.0046,1.0122,4.0283,-4.2725,-2.1973
20018.0,0.0234,0.0039,1.0126,4.0283,-4.2114,-2.1973
20028.0,0.0237,0.0085,1.0133,4.0283,-4.1504,-2.1973
20037.0,0.0239,0.0044,1.0116,4.0283,-4.2114,-2.1973
20047.0,0.0249,0.0063,1.0116,4.0283,-4.0894,-2.1362
20057.0,0.0244,0.0093,1.0112,3.9673,-4.1504,-2.0752
20066.0,0.0245,0.0059,1.0107,3.9673,-4.1504,-2.0142
20076.0,0.0251,0.005,1.0106,4.0283,-4.1504,-2.1362
20086.0,0.0238,0.0061,1.0101,3.9673,-4.2114,-2.1362
20096.0,0.0251,0.0054,1.0104,3.9673,-4.0894,-2.0752
20105.0,0.0236,0.0096,1.0125,3.9062,-4.1504,-2.0752
20115.0,0.0236,0.0059,1.0085,4.0283,-4.1504,-2.1362
20125.0,0.3495,0.1616,1.0054,4.0283,-4.1504,-1.6479
20135.0,-0.1219,-0.0508,1.019,4.1504,-3.7842,1.6479
20144.0,0.067,0.0092,1.0092,3.9062,-4.1504,-0.9155
20154.0,0.0282,0.0065,1.0123,3.9673,-4.2725,-1.4038
20164.0,0.0382,0.0117,1.0133,3.9673,-4.2725,-1.8311
20173.0,0.0322,0.0065,1.0115,4.0283,-4.2725,-2.1973
20183.0,0.0338,0.0009,1.0098,3.9673,-4.2725,-2.0752
20193.0,0.0542,0.0042,1.0117,4.0283,-4.1504,-1.5259
20203.0,0.0226,0.0061,1.0112,3.9673,-4.2114,-1.2817
20212.0,0.0457,0.0073,1.0111,3.9673,-4.3335,-0.1831
20222.0,0.042,0.0096,1.01,3.9673,-4.2725,0.7324
20232.0,0.0348,0.0129,1.0129,3.8452,-4.2114,1.0986
20241.0,0.0483,0.0221,1.0107,4.0283,-4.2725,1.4038
20251.0,0.0536,0.0225,1.0122,3.8452,-4.2114,1.0986
20261.0,0.0286,0.0129,1.0106,3.9673,-4.2114,0.8545
20271.0,0.035,0.005,1.0132,4.0894,-4.2725,0.3052
20280.0,0.035,0.0094,1.01,4.0894,-4.3945,-0.061
20290.0,0.0314,0.006,1.0099,4.0894,-4.3335,-0.6714
20300.0,0.0355,-0.0056,1.0106,4.0283,-4.2725,-0.5493
20309.0,0.0349,0.0007,1.0078,3.9062,-4.2725,-0.9766
20319.0,0.0541,0.0043,1.0106,3.9673,-4.3335,-0.9766
20329.0,0.0455,0.0078,1.0117,3.9673,-4.2114,-0.9766
20338.0,0.0515,0.01,1.0104,3.9673,-4.1504,-0.9155
20348.0,0.0396,0.0115,1.0122,3.9673,-4.2114,-0.6714
20358.0,0.0424,0.0164,1.0084,4.1504,-4.3945,-0.061
20368.0,0.0472,0.0107,1.0103,4.1504,-4.2114,0.3052
20377.0,0.0298,0.0092,1.0095,4.1504,-4.3335,0.7324
20387.0,0.0458,0.0011,1.0125,4.0894,-4.3335,0.5493
20397.0,0.0481,-0.0009,1.0096,4.1504,-4.2725,0.1221
20407.0,0.0454,-0.001,1.0123,4.0283,-4.2725,-0.3052
20416.0,0.0474,0.0096,1.0126,4.1504,-4.3335,-0.6714
20426.0,0.0605,0.0083,1.0121,4.0894,-4.2114,-0.8545
20436.0,0.0411,0.0137,1.0107,4.0283,-4.3335,-1.0376
20445.0,0.0592,0.0121,1.0103,4.1504,-4.3335,-1.0376
20455.0,0.0477,0.0001,1.0105,4.2114,-4.3945,-0.9155
20465.0,0.0406,0.0078,1.012,4.0894,-4.2725,-0.1221
20475.0,0.0533,-0.0007,1.0065,4.0894,-4.1504,0.6714
20484.0,0.0485,0.0114,1.0101,4.1504,-4.2725,0.9766
20494.0,0.0439,0.0098,1.0112,4.2114,-4.2725,0.8545
20504.0,0.0642,-0.0004,1.012,4.0894,-4.2114,0.9766
20513.0,0.0446,0.0006,1.0133,4.0894,-4.1504,0.8545
20523.0,0.0673,0.002,1.0105,4.0894,-4.1504,0.9766
20533.0,0.0488,-0.0046,1.0105,4.0894,-4.3335,0.6104
20543.0,0.0493,0.0067,1.0107,4.0283,-4.3945,0.061
20552.0,0.0582,0.0074,1.0131,4.0283,-4.2114,-0.1831
20562.0,0.0472,0.0187,1.0154,4.0283,-4.2114,-0.1831
20572.0,0.0466,0.0168,1.0092,4.0894,-4.2725,-0.5493
20581.0,0.0585,-0.0001,1.0126,3.9673,-4.2725,-0.7324
20591.0,0.0416,0.0073,1.0116,4.0283,-4.2114,-0.9155
20601.0,0.0485,0.017,1.0079,3.9673,-4.3335,-0.4883
20611.0,0.056,0.0154,1.0103,3.9062,-4.2725,-0.5493
20620.0,0.0443,0.0217,1.0083,4.1504,-4.0894,-0.4272
20630.0,0.0618,0.0005,1.0126,4.0894,-4.1504,0.1221
20640.0,0.0514,0.0061,1.0149,3.7842,-4.0894,0.4883
20650.0,0.0569,0.0143,1.012,3.9673,-4.1504,0.3052
20659.0,0.063,0.0133,1.0116,3.9673,-4.2114,0.7324
20669.0,0.0601,0.0153,1.0143,3.9673,-4.1504,0.3052
20679.0,0.0553,0.0177,1.015,4.0283,-4.1504,-0.1221
20689.0,0.0637,0.0164,1.011,3.9673,-4.1504,-0.1221
20698.0,0.0654,0.0023,1.0094,3.9673,-4.1504,-0.6714
20708.0,0.0624,0.0012,1.0123,4.1504,-4.1504,-1.9531
20718.0,0.0616,-0.0006,1.0125,4.0894,-4.1504,-3.418
20727.0,0.0428,0.0149,1.0128,3.9062,-4.2725,-3.7842
20737.0,0.0551,0.0211,1.0087,3.8452,-4.2725,-2.8687
20747.0,0.0521,0.0248,1.014,3.8452,-4.2114,-1.9531
20757.0,0.04,0.0194,1.0112,4.0283,-4.3945,-0.3052
20766.0,0.0483,0.0111,1.0118,4.0283,-4.4556,1.0376
20776.0,0.0446,0.0255,1.0114,3.9673,-4.4556,1.6479
20786.0,0.0493,0.0021,1.0109,3.8452,-4.3945,2.1362
20795.0,0.0576,0.0162,1.012,3.9673,-4.3945,1.9531
20805.0,0.0519,-0.0028,1.0161,4.0283,-4.4556,2.1362
20815.0,0.049,-0.0089,1.0155,4.0894,-4.5166,1.8311
20825.0,0.0719,-0.0137,1.0117,4.0894,-4.4556,1.9531
20834.0,0.0527,-0.0106,1.0129,3.9062,-4.4556,1.2207
20844.0,0.0671,-0.0021,1.0121,3.8452,-4.5166,0.5493
20854.0,0.0587,0.0076,1.0099,4.0894,-4.4556,-0.061
20863.0,0.0658,0.0164,1.009,3.9673,-4.3945,-0.3052
20873.0,0.0592,0.0161,1.014,3.9673,-4.5166,-0.1221
20883.0,0.0585,0.0227,1.0122,3.9062,-4.6387,-0.4883
20893.0,0.0575,0.0236,1.0129,3.6621,-4.6997,-0.4883
20902.0,0.0677,0.0312,1.0095,3.7231,-4.6387,-0.7935
20912.0,0.0458,0.0204,1.0122,3.8452,-4.6997,-1.5259
20922.0,0.0669,0.0074,1.0107,3.9673,-4.7607,-2.1362
20932.0,0.0615,-0.0051,1.011,3.7842,-4.6997,-2.3804
20941.0,0.0634,0.0083,1.0107,3.6621,-4.5776,-2.7466
20951.0,0.058,0.0143,1.0134,3.6621,-4.5776,-2.0142
20960.0,0.0564,0.0142,1.0133,3.8452,-4.5166,-1.77
20970.0,0.0613,0.0026,1.0111,3.6011,-4.3945,-1.3428
20980.0,0.0535,0.0143,1.0121,3.7842,-4.3945,-0.6714
20990.0,0.0504,0.0153,1.0151,3.9062,-4.2114,-0.1831
20999.0,0.0594,0.0217,1.0105,3.6621,-4.4556,-0.3662
21009.0,0.0576,-0.0042,1.0117,3.6011,-4.3945,-0.6104
21019.0,0.0635,-0.0205,1.0094,3.7231,-4.2114,-0.3662
21029.0,0.0475,-0.0182,1.012,3.7231,-4.0894,-0.5493
21038.0,0.0624,-0.0299,1.0112,3.6621,-4.0283,-0.5493
21048.0,0.0599,0.0039,1.0095,3.6011,-3.9673,-0.7324
21058.0,0.0471,0.0259,1.0112,3.7231,-3.8452,0.0
21067.0,0.0503,0.0206,1.0083,3.479,-3.54,1.4648
21077.0,0.0419,0.0236,1.0125,3.6011,-3.479,2.1973
21087.0,0.0428,0.0382,1.0096,3.6621,-3.54,2.2583
21097.0,0.0385,0.0461,1.0116,3.9673,-3.54,2.4414
21106.0,0.028,0.0299,1.0126,4.0283,-3.6011,2.6855
21116.0,0.0417,-0.0031,1.014,3.7231,-3.7231,2.6245
21126.0,0.0387,-0.0344,1.0132,3.7231,-3.6621,2.7466
21135.0,0.0277,-0.0319,1.0128,3.9062,-3.7231,2.7466
21145.0,0.0358,-0.015,1.0127,3.9673,-3.6621,1.8921
21155.0,0.0398,-0.0092,1.0088,3.9062,-3.8452,1.0376
21165.0,0.0237,-0.0012,1.0151,4.1504,-3.9062,1.0376
21174.0,0.0198,-0.0026,1.0143,4.2114,-4.0283,1.8311
21184.0,0.0193,0.0035,1.0171,4.0283,-4.0894,2.9297
21194.0,0.0126,0.0045,1.0149,4.2725,-4.3945,2.9297
21204.0,0.0116,0.0057,1.0101,4.3945,-4.4556,1.77
21213.0,0.0171,0.0067,1.0099,4.3335,-4.3945,0.8545
21223.0,0.0012,-0.0074,1.0133,4.3945,-4.2725,0.8545
21233.0,0.0101,-0.011,1.0139,4.6997,-4.2725,1.9531
21242.0,0.0261,-0.0201,1.0104,4.6387,-4.3335,3.418
21252.0,0.0051,-0.0183,1.0146,4.7607,-4.5776,5.127
21262.0,0.0233,-0.0267,1.0134,4.2114,-4.7607,6.5918
21272.0,0.0106,-0.0248,1.0138,4.3335,-4.5166,7.1411
21281.0,0.0134,0.0044,1.012,4.3945,-4.6387,6.8359
21291.0,0.0215,0.0056,1.011,4.2725,-4.6387,6.5308
21301.0,0.0098,0.0188,1.0104,4.2725,-4.8828,4.8218
21311.0,0.0065,0.022,1.0118,4.3335,-4.6997,3.1128
21320.0,-0.0028,0.0109,1.0166,3.9673,-4.8218,2.6855
21330.0,0.0111,-0.004,1.0114,3.9673,-4.6997,2.0142
21340.0,0.0072,-0.0021,1.0117,4.0283,-4.5776,1.5869
21349.0,-0.0054,-0.0017,1.0138,4.1504,-4.6387,1.9531
21359.0,0.0156,-0.017,1.0125,4.1504,-4.6387,2.5024
21369.0,0.0001,-0.0074,1.0146,4.0283,-4.5166,2.1973
21378.0,0.0109,0.0055,1.0116,3.9673,-4.6387,1.77
21388.0,0.0011,0.0129,1.0127,4.0894,-4.8218,1.5259
21398.0,0.0,0.0197,1.0088,4.2114,-4.6997,1.2207
21407.0,-0.0049,0.02,1.0074,4.2725,-4.6387,0.6104
21417.0,0.002,0.0114,1.015,4.0894,-4.4556,0.2441
21427.0,0.0115,0.0076,1.0146,4.1504,-4.3945,-0.4272
21437.0,0.0057,-0.0049,1.0099,4.0283,-4.3945,-0.9155
21446.0,0.0067,0.0092,1.0103,3.8452,-4.2725,-1.3428
21456.0,0.0186,0.0179,1.0109,3.7842,-4.0894,-1.2817
21466.0,0.0117,0.0182,1.0132,3.6011,-4.0894,-0.8545
21476.0,0.0139,0.0283,1.0143,3.7231,-3.9673,-0.2441
21485.0,0.0062,0.0165,1.0105,3.8452,-4.2114,0.0
21495.0,0.0,0.0066,1.0101,3.7842,-4.0894,0.2441
21505.0,-0.0076,-0.0013,1.011,3.6621,-3.9062,0.3662
21514.0,-0.0067,0.0009,1.0126,3.7842,-3.7842,-0.1221
21524.0,0.0005,0.001,1.0121,3.54,-3.54,-0.6714
21534.0,-0.0004,0.0012,1.0109,3.54,-3.479,-1.2817
21543.0,0.0118,0.0062,1.0092,3.54,-3.479,-1.2207
21553.0,0.0051,0.0121,1.0123,3.6621,-3.2349,-1.0986
21563.0,0.007,-0.0016,1.0134,3.54,-3.1128,-0.7935
21573.0,0.0071,-0.0049,1.0085,3.54,-3.1738,-2.3193
21583.0,-0.0016,-0.0042,1.0142,3.54,-2.9907,-4.3945
21592.0,-0.011,0.0031,1.0105,3.6011,-3.1128,-5.249
21602.0,-0.001,0.0001,1.0103,3.8452,-3.1738,-5.127
21612.0,-0.0092,-0.006,1.0131,3.6621,-3.1128,-5.0659
21621.0,-0.0031,0.0081,1.0106,3.7842,-3.2959,-4.6997
21631.0,-0.0149,0.0145,1.0135,3.8452,-3.6621,-3.7231
21641.0,-0.0002,0.0138,1.0104,3.8452,-3.6621,-2.7466
21651.0,-0.0153,0.0055,1.0156,4.0283,-3.54,-1.77
21660.0,-0.0057,0.0103,1.0121,4.2114,-3.8452,-1.0376
21670.0,0.0018,0.0013,1.0116,4.1504,-3.9062,-0.7324
21680.0,-0.0054,0.0028,1.0149,4.1504,-3.9673,-1.2817
21689.0,0.0059,0.0084,1.0121,4.1504,-4.0283,-1.4038
21699.0,0.0022,0.0012,1.0107,4.1504,-4.0283,-1.6479
21709.0,0.0065,-0.0021,1.0123,4.2114,-4.0894,-2.3193
21718.0,0.0084,-0.0028,1.0114,4.2725,-4.0894,-3.2349
21728.0,0.0107,0.0088,1.012,4.2114,-4.2725,-3.6011
21738.0,-0.0038,0.0203,1.0125,4.2114,-4.3945,-3.7842
21748.0,-0.0028,0.0221,1.012,4.1504,-4.2114,-3.479
21757.0,0.0029,0.0171,1.0089,4.1504,-4.3945,-2.8687
21767.0,0.004,0.0071,1.0117,4.1504,-4.3945,-2.6855
21777.0,0.0029,-0.0044,1.0151,4.3335,-4.3335,-2.3193
21786.0,0.0032,-0.0111,1.0123,3.9062,-4.2725,-2.2583
21796.0,0.0042,-0.0156,1.0118,4.0894,-4.2725,-2.0752
21806.0,0.017,-0.0149,1.0118,4.2114,-4.3945,-2.2583
21816.0,-0.0029,0.0034,1.0129,4.2725,-4.2725,-2.8076
21825.0,0.005,-0.0049,1.0114,4.1504,-4.3335,-2.5635
21835.0,0.0033,0.0039,1.0142,4.1504,-4.3945,-2.8687
21845.0,0.0118,0.0121,1.0116,4.0283,-4.3335,-2.9297
21855.0,0.0034,0.0199,1.0134,4.2114,-4.2725,-3.2349
21864.0,0.0139,0.0201,1.0099,4.0894,-4.2114,-3.2349
21874.0,0.0082,0.0106,1.014,4.0894,-4.2725,-3.0518
21884.0,0.0104,0.0013,1.0137,4.1504,-4.2725,-2.3804
21893.0,0.0063,0.007,1.0109,4.0283,-4.3335,-1.6479
21903.0,0.002,0.0024,1.0105,4.1504,-4.3335,-0.9766
21913.0,0.0,0.0028,1.0117,4.0894,-4.3335,-0.9155
21923.0,0.0244,-0.0066,1.0127,4.2114,-4.3945,-0.9155
21932.0,0.0033,0.0092,1.0098,4.2114,-4.1504,-1.0376
21942.0,0.0157,0.0076,1.0133,4.2725,-4.1504,-1.3428
21952.0,0.0137,0.0165,1.0096,4.3335,-4.2114,-1.77
21961.0,0.0094,0.0129,1.0118,4.1504,-4.1504,-1.77
21971.0,0.0121,0.0073,1.0117,4.2114,-4.2114,-1.709
21981.0,0.0022,0.0215,1.0146,4.2725,-4.2725,-1.9531
21990.0,0.0201,0.0159,1.0125,4.0894,-4.2725,-1.709
22000.0,0.0154,0.0176,1.0128,3.9062,-4.3335,-1.9531
22010.0,0.0146,0.0002,1.0122,3.9673,-4.5166,-1.8311
22020.0,0.0126,-0.0101,1.0126,4.0894,-4.3945,-1.8921
22030.0,0.025,-0.0017,1.0115,4.0894,-4.3335,-2.6855
22039.0,0.0126,0.0096,1.0104,4.0894,-4.2725,-3.0518
22049.0,0.0189,0.0183,1.0104,4.0894,-4.3335,-2.9297
22059.0,0.01,0.0205,1.0143,4.2114,-4.2725,-2.2583
22068.0,0.0179,0.0089,1.0131,4.0894,-4.3335,-1.6479
22078.0,0.0205,0.0133,1.0129,4.1504,-4.3335,-1.77
22088.0,0.0074,0.0217,1.0138,4.2725,-4.4556,-1.77
22098.0,0.0143,0.0155,1.0115,4.0283,-4.3335,-1.1597
22107.0,0.0072,0.0116,1.0116,4.0894,-4.3335,-0.7324
22117.0,0.0106,0.0066,1.0114,4.0283,-4.4556,-0.7935
22127.0,0.011,0.0112,1.0135,4.0283,-4.3335,-0.8545
22136.0,0.0103,0.0044,1.0103,3.9673,-4.2114,-0.6714
22146.0,0.0211,0.012,1.0115,4.0283,-4.2725,-0.7324
22156.0,0.0192,0.0173,1.0114,4.0894,-4.2114,-1.0986
22165.0,0.0046,0.0266,1.0135,4.0894,-4.3335,-1.0376
22175.0,0.0082,0.0195,1.0151,4.0894,-4.2114,-0.7324
22185.0,0.0021,0.0249,1.0146,4.1504,-4.3945,-0.4272
22195.0,0.0057,0.0072,1.0122,4.1504,-4.3945,0.1221
22204.0,0.0127,-0.0011,1.0115,4.1504,-4.2114,0.1831
22214.0,0.0109,-0.0055,1.0096,4.0894,-4.1504,-0.1831
22224.0,0.0037,-0.004,1.0111,3.9673,-4.0894,-0.5493
22233.0,0.0262,0.0044,1.0121,4.0894,-4.0894,-0.8545
22243.0,0.0111,-0.0004,1.0126,4.2114,-4.0894,-0.9155
22253.0,0.0364,0.0033,1.0146,4.1504,-4.2114,-1.4038
22263.0,0.0135,0.0186,1.0111,4.1504,-4.2114,-2.0752
22272.0,0.0236,0.015,1.0122,4.1504,-4.2725,-2.1973
22282.0,0.0074,0.0099,1.0125,4.1504,-4.3335,-1.5869
22292.0,0.0261,0.0084,1.0135,4.0283,-4.2114,-1.6479
22302.0,0.0022,0.0149,1.0126,4.0283,-4.2114,-1.709
22311.0,0.0098,0.0133,1.0127,4.0283,-4.2114,-1.4038
22321.0,-0.0033,0.0079,1.0151,3.9673,-4.2114,-1.4648
22331.0,0.0157,0.0044,1.0121,3.9673,-4.2725,-1.2207
22340.0,0.0056,-0.0074,1.0142,4.0283,-4.2725,-0.8545
22350.0,0.0168,-0.0012,1.0101,4.0283,-4.2725,-0.9155
22360.0,0.001,0.0078,1.0134,4.0894,-4.2114,-0.8545
22370.0,0.0083,0.0049,1.0129,3.9062,-4.2114,-0.9766
22379.0,0.0225,0.0143,1.0118,3.9062,-4.2114,-1.2207
22389.0,-0.001,0.0182,1.0117,3.9062,-4.1504,-1.6479
22399.0,0.0098,0.0149,1.012,3.9673,-4.2725,-2.1362
22409.0,-0.0017,0.0249,1.0139,3.9673,-4.1504,-1.9531
22418.0,-0.0135,0.0149,1.0122,3.9062,-4.0894,-1.4648
22428.0,0.0039,0.0168,1.0105,3.9062,-4.2114,-1.2207
22438.0,-0.0055,0.0037,1.0135,3.9673,-4.1504,-0.6104
22447.0,0.0123,0.0115,1.012,3.9673,-4.2725,-0.2441
22457.0,-0.004,0.0104,1.0106,4.0894,-4.3335,0.1221
22467.0,-0.0096,0.0081,1.0155,4.1504,-4.2725,0.7324
22476.0,0.0051,0.0072,1.0083,4.0283,-4.3945,1.0376
22486.0,0.0094,0.0039,1.0088,3.8452,-4.2114,0.8545
22496.0,-0.0085,-0.0024,1.012,3.9062,-4.1504,0.4272
22506.0,0.0046,-0.004,1.0112,3.8452,-4.0894,-0.3662
22515.0,0.0216,0.0052,1.0099,3.8452,-4.0894,-1.4648
22525.0,0.0264,0.0087,1.0099,3.8452,-4.0894,-2.0142
22535.0,0.0264,0.0071,1.0099,3.9062,-4.0283,-2.0752
22544.0,0.0262,0.0067,1.0116,3.9673,-4.0283,-2.1362
22554.0,0.0259,0.0082,1.0107,3.9673,-4.0894,-2.0752
22564.0,0.0261,0.0071,1.0107,3.8452,-4.0283,-2.0142
22574.0,0.0264,0.0076,1.0114,3.8452,-4.2114,-2.1362
22583.0,0.0267,0.0081,1.0111,3.9062,-4.2114,-2.0752
22593.0,0.0255,0.0071,1.0116,4.0283,-4.2725,-2.0752
22603.0,0.0264,0.0089,1.0117,4.0283,-4.1504,-1.9531
22613.0,0.0264,0.0072,1.0121,3.9062,-4.0894,-2.0142
22622.0,0.0266,0.0095,1.0123,3.9673,-4.0283,-2.0142
22632.0,0.0265,0.0099,1.0138,3.9062,-4.0283,-1.8921
22642.0,0.0262,0.0061,1.0135,3.9062,-4.0283,-2.0142
22651.0,0.0273,0.0079,1.0117,3.8452,-4.0894,-2.0142
22661.0,0.0281,0.0076,1.0131,3.8452,-4.0894,-2.0142
22671.0,0.0269,0.0056,1.0107,3.9673,-4.1504,-2.0142
22681.0,0.0269,0.0072,1.0118,3.9673,-4.2725,-2.0142
22690.0,0.0272,0.0078,1.0133,3.9673,-4.2114,-1.9531
22700.0,0.0262,0.007,1.0121,3.9062,-4.1504,-2.0142
22710.0,0.0253,0.0088,1.0129,3.7842,-4.0283,-1.8311
22719.0,0.0249,0.0085,1.0117,3.9062,-4.0894,-1.9531
22729.0,0.0254,0.0082,1.0118,3.9673,-4.1504,-2.0142
22739.0,0.025,0.0078,1.012,3.9673,-4.0894,-1.9531
22749.0,0.0259,0.0071,1.012,3.9673,-4.0894,-1.8921
22758.0,0.0264,0.0063,1.0128,4.0283,-4.2114,-2.0142
22768.0,0.0262,0.0078,1.0122,4.0283,-4.2114,-2.1362
22778.0,0.0251,0.0062,1.0116,3.9062,-4.0894,-1.8921
22787.0,0.0259,0.0087,1.0118,3.9062,-4.0894,-1.8921
22797.0,0.0256,0.0096,1.0122,3.9062,-4.0894,-1.8921
22807.0,0.0253,0.0085,1.0116,3.8452,-4.1504,-2.0142
22817.0,0.025,0.0079,1.0123,3.8452,-4.1504,-1.9531
22826.0,0.0267,0.0079,1.011,3.9673,-4.1504,-2.0752
22836.0,0.027,0.0079,1.0132,3.9673,-4.1504,-2.1362
22846.0,0.0272,0.0062,1.0103,4.0283,-4.2114,-2.1362
22855.0,0.0262,0.0063,1.0112,4.0283,-4.0894,-2.0142
22865.0,0.0261,0.0062,1.0139,3.9673,-4.0894,-2.0142
22875.0,0.0276,0.0071,1.0133,3.9673,-4.0283,-1.8921
22885.0,0.0264,0.0081,1.0118,3.9673,-4.0283,-1.9531
22895.0,0.0265,0.009,1.0126,3.9062,-4.0894,-1.9531
22904.0,0.0255,0.009,1.0132,3.8452,-4.1504,-1.8921
22914.0,0.0258,0.0099,1.0131,3.7842,-4.1504,-1.8311
22924.0,0.0258,0.0076,1.0121,3.7842,-4.0894,-1.77
22933.0,0.0265,0.0085,1.0122,3.9673,-4.2725,-1.8921
